id2,E_1,ED1_1,ED2_1,Pu1_1,Pu2_1,E_hybrid_1,P_E_1,seedNumber_1,seedEbest_1,E_2,ED1_2,ED2_2,Pu1_2,Pu2_2,E_hybrid_2,P_E_2,seedNumber_2,seedEbest_2,E_3,ED1_3,ED2_3,Pu1_3,Pu2_3,E_hybrid_3,P_E_3,seedNumber_3,seedEbest_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
AC-66-67,-21.73,6.49,7.68,1.62401e-05,2.14984e-06,-35.9,0.998955,4.0,-4.48,-32.13,7.02,7.68,6.59879e-06,2.14984e-06,-46.83,0.759572,10.0,-5.31,-10.21,1.94,1.94,0.037012,0.037012,-14.09,0.608073,4.0,-4.92,-10.400000000000002,0.006930707,0.2931419,0.1979436,0.1123117
AC-9-10,-12.26,4.54,7.64,0.000446298,2.30104e-06,-24.44,5649.03,3.0,-4.05,-12.26,4.54,7.64,0.000446298,2.30104e-06,-24.44,932.208,3.0,-4.05,-6.45,7.68,7.68,2.14984e-06,2.14984e-06,-21.81,21.1801,1.0,-1.36,0.0,0.04914526,0.4396664,0.1179012,0.1220009
GC-102-103,-16.29,4.3,2.72,0.000671023,0.00983393,-23.31,0.875304,8.0,-3.92,-26.68,4.34,2.72,0.00062693,0.00983393,-33.74,1.98322,14.0,-4.64,-12.53,1.68,1.68,0.0575723,0.0575723,-15.89,0.493088,4.0,-5.98,-10.39,0.4806264,0.3373703,0.1162165,0.1113598
GC-117-118,-13.3,5.85,6.75,4.81822e-05,1.04404e-05,-25.9,0.669262,8.0,-3.99,-27.8,6.8,6.75,9.58997e-06,1.04404e-05,-41.35,0.504354,12.0,-5.79,-7.51,4.07,4.07,0.000991905,0.000991905,-15.65,0.713857,4.0,-2.32,-14.5,0.1296681,0.08486059,0.8949755,0.003816631
GC-132-133,-16.24,8.23,5.2,8.44351e-07,0.000145401,-29.67,0.615358,7.0,-8.04,-31.92,9.07,5.2,2.02596e-07,0.000145401,-46.19,0.623882,14.0,-8.04,-7.39,4.65,4.65,0.00037021,0.00037021,-16.69,0.702942,4.0,-3.6,-15.680000000000003,0.2546017,0.01328978,0.06768062,0.4227092
GC-141-142,-16.63,5.56,6.12,7.88674e-05,3.04534e-05,-28.31,0.905503,9.0,-3.99,-22.59,8.29,6.13,7.62509e-07,2.99403e-05,-37.01,55.5847,12.0,-3.99,-12.11,2.19,2.19,0.0242019,0.0242019,-16.49,0.813432,4.0,-4.29,-5.960000000000001,0.4227092,0.06768062,0.3400485,0.04663176
GC-147-148,-13.89,5.11,6.36,0.000169427,2.02546e-05,-25.36,0.601814,10.0,-6.36,-28.85,6.64,6.36,1.25861e-05,2.02546e-05,-41.85,0.444079,17.0,-6.43,-13.55,4.49,4.49,0.000485874,0.000485874,-22.53,74.0227,4.0,-5.04,-14.96,0.7922404,0.3400485,0.1727972,0.216872
GC-170-171,-13.27,6.96,5.3,7.30706e-06,0.000122679,-25.53,0.99426,5.0,-1.9,-25.9,7.76,5.3,1.87658e-06,0.000122679,-38.96,0.768068,11.0,-4.47,-10.05,2.57,2.57,0.0126888,0.0126888,-15.19,0.211767,4.0,-5.62,-12.63,0.1232744,0.2978417,0.01166671,0.0276336
GC-174-175,-11.44,6.51,9.84,1.56974e-05,5.47513e-08,-27.79,956.739,3.0,-5.19,-24.6,7.2,9.84,4.85993e-06,5.47513e-08,-41.64,0.618993,6.0,-5.19,-4.98,0.84,0.84,0.239942,0.239942,-6.66,0.555237,2.0,-4.44,-13.160000000000002,0.01166671,0.1232744,0.0276336,0.8370121
GC-207-208,-12.65,0.67,6.41,0.320303,1.86048e-05,-19.73,0.73365,5.0,-3.83,-21.26,2.72,6.45,0.00983393,1.73823e-05,-30.43,78621.1,7.0,-3.83,0.0,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.610000000000001,0.643234,0.8582047,0.3967412,
AC-106-107,-14.3,5.28,7.03,0.00012692,6.48761e-06,-26.61,151.555,6.0,-3.99,-25.41,6.47,7.03,1.68015e-05,6.48761e-06,-38.91,0.988886,7.0,-3.99,0.0,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.11,0.07696624,0.03457274,0.03792196,0.05860455
AC-137-138,-15.87,4.24,5.24,0.000743046,0.000135846,-25.35,0.405146,10.0,-4.83,-30.62,8.1,5.24,1.05307e-06,0.000135846,-43.96,0.854958,17.0,-4.83,-9.65,2.24,2.24,0.0222306,0.0222306,-14.13,0.607321,4.0,-4.24,-14.750000000000002,0.377885,0.3066373,0.349231,0.3080295
AC-150-151,-17.71,4.35,8.12,0.000616367,1.01789e-06,-30.18,0.903774,10.0,-4.89,-30.46,4.78,8.12,0.000296833,1.01789e-06,-43.36,0.983613,17.0,-5.28,-11.25,7.91,7.91,1.45436e-06,1.45436e-06,-27.07,2.15366,2.0,-2.25,-12.75,0.1534864,0.3080295,0.02231447,0.9165767
AC-159-160,-16.9,6.3,7.46,2.24286e-05,3.12434e-06,-30.66,129.016,7.0,-4.75,-32.05,6.75,7.47,1.04404e-05,3.0717e-06,-46.27,0.89707,12.0,-4.75,-6.29,4.17,4.17,0.000836899,0.000836899,-14.63,0.476088,4.0,-1.88,-15.15,0.9165767,0.02231447,0.06506901,0.08185012
AC-192-193,-16.45,5.86,7.61,4.73704e-05,2.42138e-06,-29.92,0.719918,10.0,-4.85,-33.17,8.16,7.61,9.51001e-07,2.42138e-06,-48.94,0.606315,17.0,-6.57,-8.81,0.73,0.73,0.289257,0.289257,-10.27,0.711897,2.0,-6.11,-16.720000000000002,0.1371029,0.1044483,0.08409234,0.8992728
AC-194-195,-15.28,5.93,8.45,4.20581e-05,5.80992e-07,-29.66,0.92759,10.0,-4.59,-32.39,7.34,8.45,3.83102e-06,5.80992e-07,-48.18,0.967047,17.0,-7.06,-8.61,3.96,3.96,0.00119577,0.00119577,-16.53,0.793681,4.0,-1.45,-17.11,0.1330655,0.1044483,0.6458936,0.8992728
AC-210-211,-10.6,8.97,6.9,2.40119e-07,8.09134e-06,-26.47,0.652739,6.0,-3.05,-22.72,10.86,6.9,9.67536e-09,8.09134e-06,-40.48,0.695816,13.0,-3.17,-11.01,1.54,1.54,0.0730347,0.0730347,-14.09,0.58579,4.0,-5.25,-12.12,0.1303542,0.04690786,0.001491725,0.001934097
AC-212-213,-13.37,9.04,5.21,2.13191e-07,0.000142951,-27.62,0.805956,9.0,-3.53,-23.95,9.95,5.21,4.5417e-08,0.000142951,-39.11,0.57082,16.0,-4.07,-10.63,2.91,2.91,0.00712054,0.00712054,-16.45,0.640807,4.0,-3.86,-10.58,0.01310356,0.04690786,0.001491725,0.2345881
AC-57-58,-11.11,12.58,4.39,5.2043e-10,0.000575865,-28.08,3.33002,6.0,-2.7,-22.51,20.93,4.39,3.58368e-16,0.000575865,-47.83,0.915054,7.0,-2.7,-8.79,3.19,3.19,0.00442468,0.00442468,-15.17,0.202703,4.0,-5.5,-11.400000000000002,0.004890117,0.003148692,0.006827644,0.01446025
AC-78-79,-17.35,8.04,2.37,1.1661e-06,0.0178244,-27.76,0.907359,9.0,-3.53,-30.85,10.29,2.37,2.54864e-08,0.0178244,-43.51,0.978301,16.0,-5.03,-13.01,2.37,2.37,0.0178244,0.0178244,-17.75,1.24098,4.0,-6.43,-13.5,0.03356771,0.07790268,0.0170507,0.8281042
GC-120-121,-17.73,5.34,6.38,0.000114617,1.95778e-05,-29.45,0.939174,10.0,-3.51,-32.75,6.46,6.38,1.70894e-05,1.95778e-05,-45.59,0.772798,17.0,-5.1,-11.31,1.4,1.4,0.0926499,0.0926499,-14.11,0.57448,4.0,-6.0,-15.02,0.3883764,0.07278856,0.06289155,0.1967228
GC-126-127,-19.35,5.26,3.25,0.000131307,0.0039958,-27.86,0.521697,11.0,-4.98,-31.92,6.68,3.25,1.17591e-05,0.0039958,-41.85,0.430011,18.0,-4.98,-12.55,1.91,1.91,0.0389476,0.0389476,-16.37,0.786709,4.0,-4.94,-12.57,0.1304924,0.06289155,0.1967228,0.3313224
GC-177-178,-23.37,6.88,3.17,8.37105e-06,0.00457764,-33.42,0.903088,10.0,-6.48,-36.8,7.99,3.17,1.26951e-06,0.00457764,-47.96,0.535488,17.0,-6.48,-10.77,2.72,2.72,0.00983393,0.00983393,-16.21,0.476202,4.0,-5.92,-13.429999999999996,0.08906671,0.1043367,0.2676053,0.1554531
GC-240-241,-17.65,4.5,2.53,0.000477687,0.0135813,-24.68,0.790373,9.0,-6.03,-28.55,4.58,2.53,0.000416972,0.0135813,-35.66,0.697461,16.0,-6.03,-12.12,2.37,2.5,0.0178244,0.0142916,-16.99,0.268656,4.0,-5.93,-10.900000000000002,0.2548537,0.2285956,0.05286382,0.6537786
GC-252-253,-13.63,7.62,4.47,2.38058e-06,0.00050267,-25.72,0.694731,9.0,-4.66,-26.59,8.3,4.47,7.49662e-07,0.00050267,-39.36,0.630651,14.0,-4.66,-13.01,0.56,0.56,0.386134,0.386134,-14.13,0.445721,4.0,-7.59,-12.96,0.2599123,0.5995871,0.1023797,0.01915905
GC-267-268,-10.36,5.47,2.1,9.18999e-05,0.0282012,-17.93,0.354163,4.0,-3.68,-25.54,11.62,6.46,2.65957e-09,1.70894e-05,-43.62,0.463972,10.0,-3.68,-10.09,3.28,3.28,0.00379721,0.00379721,-16.65,0.664646,4.0,-3.37,-15.18,0.07003431,0.01915905,0.002686658,0.07880255
GC-29-30,-19.7,2.73,9.37,0.00966824,1.21686e-07,-31.8,0.780643,9.0,-6.35,-28.47,3.04,9.37,0.00570923,1.21686e-07,-40.88,1.85403,15.0,-6.38,-3.87,1.44,1.44,0.0865617,0.0865617,-6.75,0.936486,2.0,-0.09,-8.77,0.8255891,0.3549101,0.4460557,0.6042377
GC-33-34,-17.04,4.2,9.29,0.000795306,1.39405e-07,-30.53,0.698375,10.0,-5.33,-33.67,4.21,9.29,0.000781906,1.39405e-07,-47.17,0.612608,17.0,-8.05,-3.56,1.94,1.94,0.037012,0.037012,-7.44,0.712869,2.0,-2.61,-16.630000000000003,0.4460557,0.8255891,0.6042377,0.09169475
GC-47-48,-8.04,12.65,0.07,4.62066e-10,0.887855,-20.76,0.414466,4.0,-5.31,-20.87,18.29,6.58,3.18101e-14,1.3937e-05,-45.74,0.645212,10.0,-6.25,-3.92,6.52,6.52,1.54329e-05,1.54329e-05,-16.96,0.538409,2.0,-0.25,-12.830000000000002,0.002749976,0.09169475,0.003148692,0.01199253
GC-98-99,-10.35,5.87,6.14,4.65723e-05,2.94358e-05,-22.36,0.809233,3.0,-3.9,-24.66,6.96,6.14,7.30706e-06,2.94358e-05,-37.76,0.897489,10.0,-6.59,-10.69,1.84,1.84,0.0438671,0.0438671,-14.37,0.61259,4.0,-6.3,-14.31,0.2886189,0.05917038,0.03457274,0.07696624
