id2,E_1,ED1_1,ED2_1,Pu1_1,Pu2_1,E_hybrid_1,P_E_1,seedNumber_1,seedEbest_1,E_2,ED1_2,ED2_2,Pu1_2,Pu2_2,E_hybrid_2,P_E_2,seedNumber_2,seedEbest_2,E_3,ED1_3,ED2_3,Pu1_3,Pu2_3,E_hybrid_3,P_E_3,seedNumber_3,seedEbest_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
AU-68-69,-14.89,9.69,6.03,7.06463e-08,3.54856e-05,-30.61,3.31811,7.0,-3.9,-25.42,13.64,6.03,8.59243e-11,3.54856e-05,-45.09,18315900.0,7.0,-3.9,-8.35,4.81,4.81,0.000282081,0.000282081,-17.97,0.520733,6.0,-2.59,-10.53,0.04880211,0.01559682,0.06914224,0.03157572
AU-70-71,-16.86,9.06,5.95,2.06068e-07,4.06528e-05,-31.87,0.619709,8.0,-3.88,-26.36,14.48,5.95,2.06169e-11,4.06528e-05,-46.79,391.763,9.0,-3.88,-12.89,1.62,1.62,0.0637517,0.0637517,-16.13,0.528204,4.0,-5.8,-9.5,0.6703311,0.01559682,0.03157572,0.1001886
AU-77-78,-15.46,7.4,4.6,3.45968e-06,0.000403039,-27.46,0.705348,8.0,-3.6,-30.04,11.13,4.6,6.11527e-09,0.000403039,-45.77,0.776714,15.0,-4.82,-18.21,4.3,4.3,0.000671023,0.000671023,-26.81,0.983302,8.0,-2.62,-14.579999999999998,0.03157572,0.06914224,0.01625548,0.02243807
UA-15-16,-12.98,1.96,4.22,0.0357752,0.000768732,-19.16,94.7473,5.0,-5.24,-19.86,3.57,4.22,0.00231982,0.000768732,-27.65,0.793219,8.0,-6.08,-9.55,4.21,4.21,0.000781906,0.000781906,-17.97,0.593372,6.0,-1.13,-6.879999999999999,0.7756512,0.4483793,0.7215336,0.253596
UA-18-19,-15.13,1.0,0.02,0.182823,0.966586,-16.15,0.697122,6.0,-8.45,-27.44,3.58,4.59,0.00228073,0.000409946,-35.61,0.666983,16.0,-8.45,-0.25,3.34,1.63,0.00342915,0.0626776,-5.22,0.224042,1.0,-0.25,-12.31,0.7452582,0.6246947,0.253596,0.8255891
UA-25-26,-21.61,2.79,7.52,0.0087311,2.8215e-06,-31.92,0.869528,11.0,-8.48,-29.79,3.17,7.52,0.00457764,2.8215e-06,-40.48,0.702356,18.0,-8.48,0.0,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.18,0.3549101,0.253596,0.503943,0.4460557
UA-27-28,-22.2,2.71,8.65,0.0100025,4.13596e-07,-33.56,0.932394,11.0,-7.37,-30.4,3.07,8.65,0.00542548,4.13596e-07,-42.12,12.0006,16.0,-7.37,0.0,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.2,0.8255891,0.253596,0.4460557,0.6042377
UA-36-37,-17.93,9.47,7.66,1.0267e-07,2.22415e-06,-35.06,0.540962,10.0,-6.77,-33.81,9.51,7.66,9.59233e-08,2.22415e-06,-50.98,0.604883,17.0,-6.85,0.0,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.880000000000004,0.6042377,0.4460557,0.1640612,0.002692734
UA-54-55,-7.88,8.05,1.25,1.14646e-06,0.119547,-17.18,1025.54,3.0,-1.62,-22.75,19.4,3.58,4.82414e-15,0.00228073,-45.73,0.427777,7.0,-5.33,-11.41,3.06,3.06,0.00551846,0.00551846,-17.53,0.773407,4.0,-4.61,-14.87,0.01680256,0.0002041422,0.004171922,0.009760213
UA-69-70,-18.11,9.13,2.44,1.82958e-07,0.0158255,-29.68,0.758127,9.0,-3.93,-28.47,13.52,2.44,1.05359e-10,0.0158255,-44.43,11801.3,11.0,-3.93,-11.99,2.03,2.03,0.0317632,0.0317632,-16.05,0.663125,4.0,-4.94,-10.36,0.6703311,0.01559682,0.06914224,0.03157572
UA-78-79,-17.33,8.06,2.37,1.12714e-06,0.0178244,-27.76,0.899642,9.0,-3.63,-30.81,10.43,2.37,2.00906e-08,0.0178244,-43.61,0.979394,16.0,-5.03,-13.01,2.37,2.37,0.0178244,0.0178244,-17.75,1.24098,4.0,-6.43,-13.48,0.03157572,0.06914224,0.01625548,0.822864
UA-81-82,-17.63,7.63,4.15,2.34047e-06,0.00086583,-29.41,186.417,6.0,-5.94,-32.07,9.82,4.15,5.6644e-08,0.00086583,-46.04,0.983779,13.0,-5.94,-8.73,3.38,3.38,0.00320382,0.00320382,-15.49,0.719616,4.0,-3.02,-14.44,0.04932543,0.03157572,0.02243807,0.09165472
UA-96-97,-12.21,5.56,6.98,7.88674e-05,7.0629e-06,-24.75,0.765787,4.0,-7.17,-23.81,7.47,6.98,3.0717e-06,7.0629e-06,-38.26,2.20309,10.0,-7.17,-16.34,6.93,6.93,7.68921e-06,7.68921e-06,-30.2,42202700.0,2.0,-3.27,-11.599999999999998,0.1577958,0.06952539,0.03642041,0.4211907
