E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
-11.62,3.2505e-4,4.86283e-6,-24.11,5,-3.62,0,0,-0.8100000000000005,0.3562971,0.02615458,0.2035851,0.4220181,0.01
-14.32,0.0243409,0.147403,-17.79,9,-5.14,-11.7,4,0,0.3595699,0.1627883,0.9095874,0.8867627,0.01
-10.68,0.0603871,0.133729,-13.65,7,-5.34,-11.08,4,0,0.8211725,0.2907162,0.8867627,0.1828015,0.01
-11.17,0.0239491,0.147403,-14.65,10,-5.04,-11.18,4,0,0.8867627,0.8298261,0.1828015,0.1659537,0.01
-16.83,3.03766e-6,1.35152e-5,-31.57,8,-5.86,-11.02,2,0,0.07057226,0.0860431,0.5365167,0.01759617,0.01
-13.23,1.81248e-4,0.038339,-20.55,10,-3.12,-12.48,4,0,0.04633886,0.08713259,0.244757,0.2069242,0.01
-16.6,4.00814e-5,0.00834186,-25.79,7,-6.2,-8.22,4,0,0.1505925,0.1464979,0.07811879,0.6094143,0.01
-15.05,6.49386e-8,0.0342227,-27.33,6,-4.34,0,0,0,0.05638635,0.01210793,0.1413936,0.01670155,0
-16.9,0.00167361,0.00593315,-24,10,-4.69,-13.22,4,0,0.1640409,0.5665818,0.06337323,0.03442052,0.2
-16.28,3.04195e-5,0.0757872,-24.28,10,-5.14,-10.34,4,0,0.03442052,0.2650105,0.05015184,0.214185,0
-16.63,6.31316e-5,9.16891e-5,-28.32,10,-6.82,-8.98,2,0,0.173949,0.6969736,0.1062212,0.1695681,0.2
-17.53,0.00547082,6.53059e-4,-25.26,10,-5.02,-11.36,4,0,0.2245207,0.2788888,0.2480298,0.4483329,0.2
-20.83,5.73561e-4,0.00172881,-29.35,10,-6.24,-9.92,4,0,0.3764009,0.2610161,0.3343419,0.2864511,0.4
-15.28,0.00154319,0.18802,-20.3,5,-4.8,-2.6,1,0,0.05151506,0.07551744,0.2762098,0.06885133,0
-16.78,1.26838e-4,7.93435e-4,-26.71,10,-5.2,-10.32,4,0,0.2026306,0.2612021,0.2791118,0.1389445,0.4
-13.42,0.0213778,0.0305484,-17.94,8,-4.32,-9.14,4,0,0.2612288,0.9564784,0.2506487,0.1106816,0.4
-14.98,4.72086e-4,2.76366e-4,-24.75,9,-4.51,0,0,0,0.2811795,0.1432762,0.1928024,0.4716264,0.2
-16.61,3.99685e-7,0.0305484,-27.84,8,-5.66,-12.18,4,0,0.07811879,0.2975844,0.6094143,0.01210793,0.01
-11.79,3.18918e-6,0.0347825,-21.66,9,-4.14,-10.5,4,0,0.01210793,0.6094143,0.1144139,0.1413936,0
-12.71,6.50302e-7,0.0310481,-23.63,8,-5.34,-9.5,4,0,0.1222333,0.05638635,0.01670155,0.1352127,0
-18.11,3.81233e-6,9.63984e-4,-30.08,9,-6.35,-6.1,4,0,0.2341441,0.1183973,0.1781553,0.71781,0
-18.11,3.81233e-6,9.63984e-4,-30.08,9,-6.35,-6.1,4,0,0.2341441,0.1183973,0.1781553,0.71781,0.01
-15.61,1.02573e-5,8.06413e-4,-27.08,8,-4.09,-11.44,4,0,0.2148199,0.2341441,0.71781,0.199295,0.2
-14.3,0.0018749,2.99299e-5,-24.59,5,-4.98,-4.52,2,0,0.199295,0.2178458,0.6589903,0.1640409,0.4
-14.5,1.16954e-4,0.0450927,-21.99,9,-3.84,-9.74,4,0,0.06337323,0.2650105,0.2202643,0.05015184,0
-15.14,3.88016e-5,0.0206953,-23.79,8,-6.39,-8.74,4,0,0.2202643,0.03442052,0.214185,0.3115717,0.01
-14.36,2.02762e-5,0.00315115,-24.57,9,-2.96,-12.3,4,0,0.05015184,0.2202643,0.3115717,0.2806603,0.01
