Model,Feature Set,Kernel,C,Gamma,Degree,Coef0,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
"SVM (kernel=poly, C=10, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,5,0.1,0.6333333333333334,0.056655772373253144,0.5963585434173669,0.05065615487039694,0.888888888888889,0.12171612389003693,0.7065774804905238,0.03953724887102409
"SVM (kernel=poly, C=10, gamma=0.1, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,4,1.0,0.711111111111111,0.0955813918560292,0.7165656565656565,0.09912091927074654,0.7111111111111111,0.15071844406945037,0.7061988304093566,0.10304193134645828
"SVM (kernel=poly, C=10, gamma=auto, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,4,1.0,0.711111111111111,0.0955813918560292,0.7165656565656565,0.09912091927074654,0.7111111111111111,0.15071844406945037,0.7061988304093566,0.10304193134645828
"SVM (kernel=poly, C=1, gamma=0.1, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,5,1.0,0.7,0.05665577237325316,0.6877272727272727,0.049326036240911045,0.7333333333333333,0.11331154474650632,0.7061919504643963,0.06883544294118743
"SVM (kernel=poly, C=100, gamma=scale, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,4,0.0,0.7,0.07535922203472521,0.6866666666666666,0.05715476066494084,0.7333333333333332,0.13333333333333336,0.7055874981571575,0.0793423488614993
"SVM (kernel=poly, C=0.1, gamma=scale, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,3,1.0,0.6666666666666666,0.14487116456005883,0.6559246309246308,0.14030630617269815,0.7777777777777778,0.12171612389003689,0.7044366943088172,0.1187080547001803
"SVM (kernel=poly, C=100, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,5,0.0,0.6555555555555557,0.12862041003100252,0.6364102564102565,0.11080246415040347,0.7999999999999999,0.08314794192830981,0.7042264752791068,0.08999809362224132
"SVM (kernel=poly, C=0.1, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,1,3,0.0,0.711111111111111,0.08164965809277261,0.7094949494949494,0.06613686020000181,0.711111111111111,0.15071844406945042,0.7039766081871346,0.10493151133834189
"SVM (kernel=poly, C=100, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.1,3,0.0,0.711111111111111,0.08164965809277261,0.7094949494949494,0.06613686020000181,0.711111111111111,0.15071844406945042,0.7039766081871346,0.10493151133834189
"SVM (kernel=poly, C=0.01, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,5,0.1,0.6777777777777778,0.11863420280034792,0.6678282828282829,0.11004442063460018,0.7555555555555555,0.10886621079036345,0.7033627974454466,0.09696863401414325
"SVM (kernel=poly, C=0.01, gamma=1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,5,0.0,0.6777777777777778,0.1077262190536962,0.6649145299145299,0.10509540173364527,0.7555555555555555,0.10886621079036345,0.7022297276167245,0.09367014196203552
"SVM (kernel=poly, C=1000, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.1,5,0.0,0.6777777777777778,0.1077262190536962,0.6649145299145299,0.10509540173364527,0.7555555555555555,0.10886621079036345,0.7022297276167245,0.09367014196203552
"SVM (kernel=poly, C=1, gamma=scale, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,5,1.0,0.7,0.07535922203472521,0.7072727272727273,0.09238399521110902,0.711111111111111,0.11331154474650632,0.7014035087719298,0.0736039663309602
"SVM (kernel=poly, C=100, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.1,4,0.1,0.6888888888888889,0.07535922203472521,0.6739393939393938,0.06764027359177556,0.7333333333333333,0.0888888888888889,0.7014035087719297,0.0736039663309602
"SVM (kernel=poly, C=0.01, gamma=1, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,4,1.0,0.6888888888888889,0.07535922203472521,0.6739393939393938,0.06764027359177556,0.7333333333333333,0.0888888888888889,0.7014035087719297,0.0736039663309602
"SVM (kernel=poly, C=100, gamma=auto, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,auto,4,0.1,0.6888888888888889,0.07535922203472521,0.6739393939393938,0.06764027359177556,0.7333333333333333,0.0888888888888889,0.7014035087719297,0.0736039663309602
"SVM (kernel=poly, C=1, gamma=auto, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,5,0.1,0.5777777777777777,0.08314794192830981,0.546953781512605,0.053209354772921394,0.9777777777777779,0.04444444444444447,0.7003166109253065,0.04897750114840003
"SVM (kernel=poly, C=10, gamma=0.1, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,5,1.0,0.7,0.10304020550550781,0.7032323232323232,0.10893441824707513,0.7111111111111111,0.15071844406945037,0.6991812865497076,0.10662767318458624
"SVM (kernel=poly, C=10, gamma=scale, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,4,1.0,0.7,0.10304020550550781,0.7032323232323232,0.10893441824707513,0.7111111111111111,0.15071844406945037,0.6991812865497076,0.10662767318458624
"SVM (kernel=poly, C=100, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.1,5,0.0,0.6444444444444445,0.10886621079036347,0.6314102564102565,0.12765909361052022,0.7999999999999999,0.04444444444444442,0.6985662249089359,0.07287214121039304
"SVM (kernel=poly, C=10, gamma=auto, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,5,1.0,0.7,0.10304020550550781,0.6915656565656565,0.08874379802320216,0.7111111111111111,0.15071844406945037,0.6983556931544547,0.1127568500625311
"SVM (kernel=poly, C=10, gamma=scale, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,3,1.0,0.7,0.07535922203472521,0.708076923076923,0.09093675689240925,0.7111111111111111,0.15071844406945037,0.6981893235763204,0.08442142669690178
"SVM (kernel=poly, C=100, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,auto,5,0.0,0.6444444444444445,0.10304020550550781,0.6263247863247863,0.10214072159078368,0.7999999999999999,0.04444444444444442,0.6973903797702424,0.06403521719999444
"SVM (kernel=rbf, C=10, gamma=scale, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,10.0,scale,3,0.0,0.7,0.09026709338484401,0.7119480519480519,0.08760662009979325,0.6888888888888889,0.10886621079036345,0.6957739938080496,0.08461538196776237
"SVM (kernel=poly, C=1000, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,1,5,0.1,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=100, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=100, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,1,5,0.1,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=1000, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=10, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=10, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,1,5,0.1,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=0.01, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=0.1, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,1,5,0.1,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=1, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=0.1, gamma=10, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,10,5,1.0,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=1, gamma=1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,1,5,0.1,0.6777777777777778,0.09558139185602918,0.6624242424242424,0.0871042144156203,0.7333333333333332,0.0888888888888889,0.695438596491228,0.08630152499448818
"SVM (kernel=poly, C=1000, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,auto,5,0.0,0.6666666666666667,0.11111111111111112,0.6522727272727273,0.09827016227415335,0.7555555555555555,0.10886621079036345,0.6951756629425225,0.09193770587750302
"SVM (kernel=poly, C=100, gamma=scale, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,4,0.1,0.6888888888888889,0.07535922203472521,0.6799999999999999,0.0653197264742181,0.711111111111111,0.08888888888888888,0.6947368421052631,0.07492686492653551
"SVM (kernel=poly, C=1, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,5,0.0,0.5777777777777777,0.08314794192830981,0.546953781512605,0.053209354772921394,0.9555555555555555,0.08888888888888889,0.6940557413600892,0.05754005940934376
"SVM (kernel=poly, C=1, gamma=auto, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,3,0.0,0.5777777777777778,0.05665577237325316,0.5458333333333333,0.03354101966249684,0.9555555555555555,0.054433105395181765,0.694,0.03479463560186638
"SVM (kernel=rbf, C=1, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,1.0,0.1,3,0.0,0.7,0.10304020550550778,0.7283333333333333,0.14506703431325962,0.6666666666666666,0.07027283689263066,0.6934726522187822,0.09872230929848937
"SVM (kernel=poly, C=100, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,3,0.1,0.5666666666666667,0.041573970964154924,0.5385504201680671,0.025720498233441278,0.9777777777777779,0.04444444444444447,0.6933868450390189,0.016909694292742625
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,3,1.0,0.5666666666666667,0.041573970964154924,0.5385504201680671,0.025720498233441278,0.9777777777777779,0.04444444444444447,0.6933868450390189,0.016909694292742625
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,3,0.1,0.5666666666666667,0.041573970964154924,0.5385504201680671,0.025720498233441278,0.9777777777777779,0.04444444444444447,0.6933868450390189,0.016909694292742625
