id2,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
GU-1302-1303,-12.86,0.0000104404,0.000200808,-24.62,9,-4.41,-9.32,2,-7.41,0.2893348,0.1154838,0.5703905,0.9548111
GU-1321-1322,-10.44,0.0211258,0.00000340139,-20.12,2,-1.06,-10.07,4,-7.59,0.5667476,0.0358455,0.07647938,0.09378025
GU-381-382,-13.38,0.00379721,0.0000580849,-22.4,3,-4.94,-11.09,4,-9.83,0.1514836,0.2303399,0.1356832,0.1340578
GU-423-424,-12.33,0.00176758,0.00000204299,-23.77,5,-1.69,-10.57,4,-7.81,0.1107101,0.568258,0.357455,0.2778523
GU-759-760,-9.81,0.000000119635,0.000403039,-23.79,3,-1.5,-8.69,2,-9.05,0.082195,0.2284893,0.0474013,0.008199068
GU-76-77,-25.26,0.00216738,0.0694049,-30.44,11,-7.47,-14.55,4,-6.79,0.4695441,0.5338062,0.4673576,0.5862914
GU-786-787,-17.83,0.000682523,0.000000109891,-31.55,8,-4.78,-9.96,4,-7.13,0.4369639,0.2047251,0.2784241,0.3169451
AU-123-124,-20.42,0.00000181388,0.000000712404,-36.53,8,-6.67,-0.47,1,-10.68,0.01286162,0.1147355,0.009715631,0.04969379
AU-285-286,-20.4,0.00102619,0.00000556759,-31.57,4,-1.92,0,0,-6.96,0.09461228,0.3701565,0.4355419,0.07601848
AU-389-390,-20.69,0.00162361,0.00000155665,-32.34,8,-6.48,-8.67,2,-7.97,0.1073128,0.06815727,0.2444808,0.2955807
AU-546-547,-18.32,0.0000700229,0.0163726,-26.37,6,-8.94,-12.03,4,-9.49,0.6551085,0.2384021,0.1920993,0.1191034
AU-746-747,-23.41,0.00248298,0.0000028215,-34.46,12,-8.15,-6.21,1,-7.33,0.243899,0.1998927,0.1470569,0.06336888
GU-203-204,-16.94,0.0000119606,0.00000556759,-30.73,11,-7.38,-9.95,2,-5.81,0.03788914,0.2430677,0.1448464,0.08985868
GU-272-273,-15.81,0.00000795501,0.000000406628,-31.38,10,-5.57,-7.17,2,-10.18,0.03902208,0.1718986,0.05577351,0.3598352
GU-438-439,-18.01,0.000108921,0.00170852,-27.13,11,-4.65,-11.85,4,-6.07,0.1250476,0.1236663,0.2273269,0.2886709
GU-45-46,-13.57,0.00000000406727,0.0000146659,-31.49,8,-3.11,-10.07,2,-7.76,0.03354387,0.00986248,0.009252842,0.1588465
GU-87-88,-16.76,0.000781906,0.000000304609,-29.8,10,-4.2,-5.88,2,-9.27,0.4262322,0.3933981,0.1443879,0.2821698
AU-120-121,-16.51,0.000166573,0.00386229,-24.9,4,-5.46,0,0,-7.33,0.9140388,0.1118085,0.02207435,0.05907892
AU-226-227,-13.62,0.0363883,0.00465609,-18.73,7,-4.38,-9.69,4,-10.19,0.7179224,0.4942838,0.2086186,0.3447933
AU-279-280,-18.62,0.00000334408,0.000085861,-31.55,9,-5.68,0,0,-6.73,0.7149473,0.06643466,0.05402559,0.1351752
AU-351-352,-14.48,0.0010089,0.0000000178376,-29.04,7,-3.05,-13.45,4,-10.05,0.3470897,0.4308069,0.1979291,0.1109307
AU-576-577,-16.51,0.0013468,0.0000903515,-25.88,12,-7.7,-7.71,4,-11.28,0.3686423,0.3109759,0.7817117,0.6045354
AU-706-707,-18.11,0.000166573,0.00392848,-26.49,11,-6.4,-10.39,4,-6.91,0.06817314,0.1479222,0.2913992,0.7680756
AU-71-72,-24.63,0.000880668,0.00788481,-31.62,12,-7.23,-11.87,4,-4.24,0.2401849,0.0220921,0.1588874,0.3091715
AU-739-740,-9.98,0.000150427,0.0000004902,-23.71,3,-3.4,-7.2,2,-11.84,0.2798245,0.004233709,0.3708363,0.4375508
AU-94-95,-16.88,0.011076,0.0019573,-23.2,7,-4.73,-9.91,4,-3.37,0.6252395,0.7477696,0.3660337,0.09905933
GU-511-512,-13.32,0.00000214984,0.000000037674,-31.06,7,-5.43,-13.11,4,-10.09,0.9151312,0.05978863,0.07263753,0.0935634
GU-530-531,-14.1,0.0000427789,0.00000000393137,-31.41,4,-6.59,0,0,-10.17,0.1041302,0.1398534,0.1857779,0.06416085
GU-625-626,-7.78,0.00000230104,0.000000083731,-25.01,3,-1.94,-0.21,1,-7.07,0.6810907,0.01488784,0.9147253,0.005136728
AU-193-194,-16.66,0.00261283,0.00000145436,-28.07,8,-4.76,-2.77,1,-5.69,0.1060944,0.6078613,0.2108931,0.2040979
AU-202-203,-14.22,0.0307019,0.121596,-17.51,4,-8.92,-5.12,2,-4.43,0.2040979,0.1853312,0.2507437,0.2685875
AU-253-254,-21.2,0.0000775386,0.000000195826,-35.86,9,-3.56,-11.49,4,-3.79,0.07524854,0.1950263,0.04756359,0.9029917
AU-262-263,-14.52,0.000238,0.00000000141828,-31.42,8,-5.18,-5.6,2,-9.73,0.8958031,0.04756359,0.06251391,0.2337105
AU-398-399,-18.31,0.0511159,0.00000485993,-27.26,12,-4.85,-4.82,4,-4.57,0.2917839,0.8026928,0.1225634,0.1111498
AU-460-461,-20.61,0.00000218668,0.00000370301,-35.64,8,-7.28,-12.85,4,-7.02,0.04227938,0.07933595,0.04415536,0.05789422
AU-521-522,-15.66,0.0000320461,0.00011858,-27.07,11,-6.76,-9.65,4,-9.72,0.05418281,0.06013704,0.3600727,0.6189527
AU-59-60,-15.16,0.000000270448,7.95892E-10,-36.39,8,-6.96,-5.54,1,-10,0.6190795,0.5187676,0.02635113,0.0213464
AU-77-78,-20.02,0.000080219,0.216685,-26.47,8,-6.01,-5.71,2,-7.27,0.3639805,0.1704575,0.07233654,0.0728985
GU-105-106,-17.08,0.00176758,0.0214878,-23.07,10,-3.94,-13.49,4,-7.72,0.6178988,0.3227876,0.4147256,0.4412792
GU-164-165,-15.09,0.00700057,0.00950534,-20.75,8,-5.48,-12.77,4,-8.93,0.1588787,0.03179381,0.07999143,0.04281183
AU-1110-1111,-21.82,0.0000829921,0.0000000120671,-38.08,10,-9.65,-12.49,4,-10.6,0.3963653,0.5171612,0.03056149,0.1864002
AU-157-158,-18.61,0.0017378,0.000218614,-27.31,8,-6.66,-12.45,4,-6.31,0.1314672,0.1644952,0.1196698,0.1466385
AU-65-66,-15.21,0.00000417074,0.0000000230161,-32.85,9,-7.93,-7.81,1,-9.68,0.02346506,0.007552137,0.5742967,0.3875112
AU-704-705,-16.87,0.000110788,0.000000168056,-31.41,12,-6.45,-10.99,2,-10.82,0.561284,0.138852,0.1884896,0.1651247
GU-258-259,-16.93,0.0000918999,0.00000000688769,-33.46,10,-3.82,-10.47,4,-6.46,0.4674979,0.06145732,0.4481405,0.2318194
AU-218-219,-12.93,0.000259105,0.000556623,-22.2,11,-5.51,-9.41,4,-8.95,0.4109173,0.3118949,0.1201574,0.1011249
AU-263-264,-8.94,0.0229991,1.50538E-10,-24.47,4,-2.25,-7.25,1,-9.43,0.08751728,0.658268,0.6008962,0.2373409
AU-399-400,-8.19,0.0101739,0.00000911336,-17.72,9,-1.7,-9.97,4,-12.76,0.474165,0.8066508,0.07770119,0.4548122
AU-517-518,-22.25,0.000000903736,0.000138174,-35.67,11,-6.66,-14.25,4,-10.69,0.544691,0.2589854,0.05951569,0.1574509
AU-740-741,-18.08,0.00107986,0.00000992149,-28.88,10,-5.33,-5.29,2,-3.46,0.1092522,0.680715,0.2363986,0.07926233
AU-937-938,-18.77,0.00665264,0.0000261348,-27.93,11,-5.51,-13.83,4,-9.35,0.4718209,0.4471204,0.3498353,0.4087479
GU-1155-1156,-18.4,0.0012371,0.0000379814,-28.33,8,-5.5,-7.09,1,-11.68,0.4362611,0.2427592,0.6318793,0.4268763
GU-436-437,-14.8,0.00228073,0.0000013359,-26.34,10,-5.03,-7.75,4,-10.14,0.1579799,0.2272269,0.601749,0.4968732
GU-63-64,-13.28,0.0296761,4.28104E-11,-29.4,5,-3.36,-2.48,2,-4.97,0.4588608,0.3949093,0.3751031,0.4641079
GU-673-674,-20.69,0.00000161046,0.0000216791,-34.86,12,-4.62,-6.46,2,-7.85,0.1911825,0.1737108,0.2874291,0.02998131
AU-1109-1110,-19.99,0.00000277396,0.0012583,-31.45,11,-5.42,-9.75,4,-8.1,0.5304324,0.1020472,0.05433676,0.006366067
AU-1143-1144,-19.46,0.000477687,0.815537,-24.08,9,-7.27,-5.19,2,-4.85,0.6205298,0.2121224,0.4293251,0.1096195
AU-1171-1172,-13.66,0.000605981,6.32822E-11,-31.84,6,-5.63,0,0,-8.5,0.2345071,0.0596074,0.06319492,0.04289822
AU-1263-1264,-16.12,0.000706117,0.000073685,-25.99,9,-3.56,-13.93,4,-9.34,0.2396387,0.3889168,0.310117,0.09918946
AU-1286-1287,-13.01,0.00000566301,0.000116582,-25.45,7,-1.65,-11.23,4,-12.92,0.08704024,0.1500094,0.1822725,0.1063536
AU-1478-1479,-19.18,0.000000192527,0.0207698,-30.56,7,-4.17,-16.35,4,-10.33,0.8818158,0.1416693,0.03770274,0.04171228
AU-1495-1496,-19.34,0.000222361,0.0000156974,-30.8,11,-4.27,-11.59,4,-8.74,0.1333563,0.08262297,0.08164688,0.1054729
AU-1545-1546,-18.53,0.040294,0.0000299403,-26.55,10,-7.67,-9.33,4,-9.36,0.8705114,0.8147224,0.4030667,0.226047
AU-348-349,-23.61,0.000991905,0.0000261348,-33.89,11,-6.51,-7.45,4,-6.94,0.5168287,0.549484,0.1264387,0.08751889
AU-492-493,-18.98,0.000511284,0.0000580849,-29.18,11,-4.44,-7.05,4,-6.26,0.4754387,0.3808743,0.1838244,0.1888617
AU-655-656,-15.19,0.00115581,0.000424117,-23.74,8,-5.8,-9.41,4,-7.58,0.3810902,0.4486465,0.900407,0.2452362
AU-746-747,-16.87,0.000197424,0.000000257007,-30.82,2,-1.36,0,0,-12.83,0.08926049,0.06036132,0.1818966,0.2715113
AU-972-973,-13.3,0.000461726,0.000991905,-21.89,8,-2.98,-8.39,4,-4.98,0.9081996,0.1951595,0.08675931,0.07184832
AU-99-100,-19.17,0.000194098,0.00000328774,-31.63,9,-5.8,-14.71,4,-7.09,0.1328447,0.1626664,0.1011556,0.1554544
GU-1332-1333,-21.84,0.00000277396,0.0000457876,-35.25,11,-7.49,-7.91,4,-6.42,0.1575803,0.07286097,0.1118646,0.1061854
GU-1423-1424,-13.53,0.0259041,0.00354769,-19,3,-5.38,-9.39,4,-6.8,0.572681,0.185709,0.4789175,0.2968931
GU-250-251,-12.41,0.00000312434,0.0000000438994,-29.84,5,-3.74,-9.47,4,-8.76,0.8242507,0.652186,0.1618892,0.06203817
GU-266-267,-16.24,0.000547244,0.00392848,-23.92,11,-5.13,-10.19,4,-5.74,0.8171435,0.02876991,0.1667936,0.1141133
GU-677-678,-15.61,0.00136988,0.00000226227,-27.14,8,-2.66,-3.21,2,-8.13,0.1628809,0.2870965,0.1169365,0.7799494
AU-114-115,-13.75,0.00000317788,0.00000616518,-28.26,8,-3.05,-8.45,4,-11.8,0.05963935,0.09044848,0.01667758,0.5406808
AU-1143-1144,-19.21,0.0000000254864,0.000975193,-33.58,10,-5.13,-10.99,4,-4.53,0.01316985,0.07256933,0.2817552,0.5464022
AU-1295-1296,-13.63,0.000296833,0.0000270382,-24.6,10,-3.59,-6.61,2,-7.14,0.3982298,0.1772155,0.1659279,0.3480878
AU-1337-1338,-17.53,0.00435013,0.0000749478,-26.32,10,-4.97,-9.31,4,-9.96,0.2388474,0.4155183,0.3667343,0.1749488
AU-220-221,-21.88,0.00348792,0.000000149209,-34.46,10,-10.1,-13.06,4,-9.37,0.1939641,0.391156,0.3375461,0.1420147
AU-431-432,-20.29,0.00736669,0.00000485993,-30.38,7,-6.8,-16.13,4,-12.47,0.05508077,0.09639398,0.6621605,0.7277184
AU-496-497,-14.77,0.000323155,0.00348792,-22.83,9,-3.03,-11.93,4,-5.9,0.4749974,0.1265797,0.2853145,0.5093466
AU-601-602,-18.98,0.0000427789,0.000000236073,-33.88,11,-4.9,-9.69,2,-11.09,0.1282927,0.1165903,0.05931239,0.298119
AU-779-780,-20.93,0.000024006,0.000494201,-31.67,12,-4.59,-10.37,4,-8.78,0.1178844,0.0597691,0.3681446,0.1360796
AU-880-881,-20.5,0.00966824,0.00000911336,-30.06,11,-3.09,-14.41,4,-5.09,0.06360886,0.06461989,0.6390125,0.5005324
AU-902-903,-22.42,0.00176758,0.013814,-28.67,12,-5.68,-15.95,4,-4.49,0.03806388,0.3929231,0.2336645,0.2431106
AU-96-97,-7.89,0.000307095,0.0000000049032,-23.91,5,-3.04,-4.84,2,-8.33,0.8240002,0.009735789,0.05044012,0.1015389
AU-994-995,-18.66,0.00632201,0.00000000465952,-32.93,8,-4.94,-5.06,2,-9.53,0.2991515,0.517098,0.1275363,0.7041024
GU-1359-1360,-16.75,0.0000119606,0.00000178332,-31.21,8,-2.48,-13.37,6,-9.4,0.03997857,0.05114098,0.2245091,0.06443925
GU-196-197,-15.51,0.013814,0.0000392944,-24,10,-3.44,-10.71,4,-7.27,0.4468828,0.7037601,0.354287,0.2197139
GU-352-353,-13.19,0.000138174,0.000000270448,-27.32,6,-4.29,-5.59,2,-10.52,0.08192337,0.08983453,0.2348366,0.153602
GU-544-545,-13.88,0.00000184497,0.0000788674,-27.21,7,-4.23,-6.07,2,-13.57,0.1145178,0.04625033,0.4905691,0.01109295
GU-752-753,-8.13,0.000204249,8.51869E-10,-25.42,6,-3.91,0,0,-8.47,0.4378804,0.1361884,0.1508041,0.2032938
GU-934-935,-20.14,0.0133525,0.00000190874,-30.43,9,-5.26,-10.89,4,-7.05,0.7364233,0.539801,0.3277875,0.340059
AU-124-125,-19.02,0.00149136,0.173737,-23.88,12,-5.1,-14.75,4,-3.7,0.1508138,0.07937423,0.03937962,0.1482194
AU-273-274,-19.3,0.0000950767,0.0000000135913,-35.41,9,-5.67,0,0,-5.92,0.5220588,0.6376431,0.2145586,0.03777004
AU-296-297,-15.9,0.000194098,0.000108921,-26.3,10,-5.48,-5.83,4,-8.09,0.5871645,0.5739411,0.03849452,0.1620423
AU-344-345,-19.47,0.000272656,0.000000109891,-33.73,11,-6.05,-6.18,2,-10.22,0.8043115,0.5260187,0.1059577,0.1933109
AU-537-538,-14.24,0.0013018,0.0105256,-20.83,9,-2.27,-12.51,4,-7.65,0.5010028,0.4028135,0.4330229,0.03304177
AU-565-566,-17.85,0.00688262,0.000000104429,-30.24,10,-6.44,0,0,-6.15,0.3733146,0.3543002,0.1394667,0.4980595
AU-597-598,-15.39,0.00331457,0.000129095,-24.02,5,-3.73,-13.75,4,-4.62,0.2666553,0.05948048,0.4134345,0.2220664
AU-632-633,-16.9,0.000403039,0.00918773,-24.26,5,-3.92,-14.47,4,-5.21,0.8342419,0.2855718,0.09532724,0.05139089
AU-657-658,-17.79,0.0000967061,0.0000360938,-29.25,12,-2.42,-8.68,2,-10.34,0.333817,0.3222104,0.2798085,0.0275433
AU-793-794,-18.06,0.00265761,0.0556486,-23.25,11,-3.83,-14.59,4,-6.92,0.2043652,0.08586056,0.1683346,0.139544
AU-80-81,-11.39,0.000000275083,0.00106167,-24.31,6,-2.44,-11.07,4,-6.47,0.01823093,0.004685657,0.4783984,0.03063112
AU-806-807,-15.98,0.00320382,0.00000200857,-27.08,9,-4.89,0,0,-10.66,0.7845695,0.139544,0.09607928,0.1775416
AU-892-893,-14.38,0.0317632,0.0537892,-18.13,8,-5.19,-12.23,4,-5.84,0.1411953,0.1236105,0.1601914,0.09907602
GU-206-207,-17.62,0.000461726,0.0000063783,-29.18,7,-3.11,-11.81,4,-4.85,0.2314699,0.245769,0.18854,0.08520401
GU-483-484,-16.76,0.000706117,0.000000199182,-30.11,5,-3.39,0,0,-9.61,0.2862894,0.6942222,0.1603059,0.04130604
GU-515-516,-19.04,0.00144153,0.00000286986,-30.4,10,-5.62,-10.57,4,-7.28,0.1249074,0.1399642,0.660205,0.4777095
AU-158-159,-9.93,0.00270316,0.000000046987,-23.34,1,-0.49,-13.85,4,-7.32,0.6233772,0.06654218,0.5967326,0.2568622
AU-193-194,-20.32,0.00367033,0.00104378,-27.66,7,-4.47,-13.51,4,-3.77,0.2646537,0.2692504,0.7571421,0.1348842
AU-224-225,-20.21,0.0000600929,0.0000106193,-32.67,10,-4.85,-12.57,4,-4.59,0.068663,0.1289234,0.05056246,0.05166063
AU-296-297,-17.26,0.00360849,0.00000446408,-27.82,8,-1.82,-12.49,4,-8.72,0.2330128,0.2242209,0.5227507,0.3484743
AU-334-335,-18.38,0.00252553,0.00000175327,-29.7,8,-7.13,-10.71,4,-9.73,0.3701279,0.1338328,0.1117962,0.2466257
AU-428-429,-16.38,0.00457764,0.00119577,-23.51,9,-3.77,-13.99,4,-9.01,0.2027515,0.8800198,0.07636675,0.07678038
AU-457-458,-16.73,0.000112686,0.0000244174,-28.33,10,-5.38,-8.63,4,-8.42,0.1993217,0.1662268,0.3266287,0.1236149
AU-469-470,-9.07,0.000616367,9.68011E-13,-29.7,6,-5.39,-9.65,2,-10.39,0.1821093,0.1236149,0.6845496,0.6788203
AU-58-59,-18.68,0.0133525,0.0000571063,-26.97,10,-3.83,-7,4,-4.71,0.6132461,0.07023511,0.3476235,0.683556
AU-632-633,-7.74,0.0000712229,6.71682E-12,-28.5,3,-2.15,0,0,-12.06,0.208086,0.1358353,0.2402741,0.07810181
AU-655-656,-19.85,0.000105282,0.000105282,-30.63,9,-5.04,-12.07,4,-8.34,0.9146639,0.7067498,0.09761183,0.05988383
AU-680-681,-17.14,0.00632201,0.0000561441,-25.88,8,-4.95,-13.27,4,-10.06,0.3558339,0.2886573,0.5878635,0.6678164
AU-687-688,-14.14,0.000389572,0.000105282,-24.15,10,-5.02,-11.35,4,-7.62,0.5878635,0.2671098,0.09806368,0.06974925
AU-732-733,-17.29,0.000155627,0.0286845,-24.54,10,-3.46,-13.29,4,-4.48,0.4529738,0.5009296,0.02899309,0.01757717
AU-808-809,-17.13,0.0000600929,0.0218561,-25.1,9,-3.96,-14.61,4,-7.07,0.6634599,0.1583381,0.09588891,0.2897669
GU-130-131,-14.88,0.000808936,0.0000590804,-24.8,7,-2.44,-10.03,4,-10.67,0.144283,0.1125099,0.3237286,0.6196525
GU-580-581,-16.72,0.0000749478,0.00000975432,-29.1,7,-4.93,-5.51,4,-10.14,0.3302372,0.2625289,0.08332084,0.1550102
AU-114-115,-20.46,0.000150427,0.00966824,-28.37,8,-5.2,0,0,-6.45,0.9281287,0.1125571,0.1747781,0.01621313
AU-507-508,-15.17,0.0181299,0.0566023,-19.22,8,-7.9,-13.89,4,-6.41,0.7097374,0.6170663,0.4815403,0.7704738
AU-90-91,-15.46,0.00000124812,0.000659717,-27.77,8,-4.84,-14.23,4,-9.82,0.252414,0.9099133,0.8812619,0.0003045052
GU-315-316,-17.43,0.00621549,0.0187566,-22.76,11,-7.5,-13.95,4,-4.88,0.4342036,0.5032448,0.4949288,0.1889793
AU-194-195,-14.74,0.0000013588,0.000000830125,-30.93,9,-4.3,-9.13,6,-9.63,0.1811889,0.07935884,0.3202885,0.1712631
