Pu1_1,Pu1_1_log
4.06727e-09,-19.320293824223924
0.000781906,-7.153776029247696
0.000166573,-8.700076906191384
0.0363883,-3.3135079845801063
3.34408e-06,-12.608318939583004
0.0010089,-6.89889465054994
0.0013468,-6.610023870677355
0.000166573,-8.700076906191384
0.000880668,-7.0348298475467175
0.000150427,-8.802032641283954
0.011076,-4.502974673673422
2.14984e-06,-13.050117137198555
4.27789e-05,-10.059465567590575
2.30104e-06,-12.982149363315944
0.00261283,-5.947321353878902
0.0307019,-3.483430737053232
7.75386e-05,-9.464734681081806
0.000238,-8.3432398842928
0.0511159,-2.9736596755722053
2.18668e-06,-13.033126146134
3.20461e-05,-10.348335066869193
2.70448e-07,-15.12318599373859
8.0219e-05,-9.430750163419336
0.00176758,-6.3381438995488
0.00700057,-4.961763704670521
8.29921e-05,-9.39676513542054
0.0017378,-6.3551353335591685
4.17074e-06,-12.387417079863805
0.000110788,-9.10789209276541
9.18999e-05,-9.294810616742506
0.000259105,-8.2582771730139
0.0229991,-3.7723001942533854
0.0101739,-4.587929661605689
9.03736e-07,-13.916728554603106
0.00107986,-6.830923875878285
0.00665264,-5.012741510613837
0.0012371,-6.694985348095488
0.00228073,-6.083259711822409
0.0296761,-3.517413270934157
1.61046e-06,-13.338990705490742
2.77396e-06,-12.795234655786269
0.000477687,-7.646554851671127
0.000605981,-7.408661925521793
0.000706117,-7.255729611821865
5.66301e-06,-12.081555004985676
1.92527e-07,-15.46302943331379
0.000222361,-8.41120837067739
0.040294,-3.2115527044884193
0.000991905,-6.915883221394302
0.000511284,-7.5785853491510515
0.00115581,-6.762953882102106
0.000197424,-8.530156857808096
0.000461726,-7.680538916413318
0.000194098,-8.547147371809423
2.77396e-06,-12.795234655786269
0.0259041,-3.65335402164665
3.12434e-06,-12.67628749708177
0.000547244,-7.510615785531868
0.00136988,-6.5930321342193166
3.17788e-06,-12.659296250159892
2.54864e-08,-17.485120860388175
0.000296833,-8.122340866867924
0.00435013,-5.4375495492706225
0.00348792,-5.6584497089782495
0.00736669,-4.910786791710741
0.000323155,-8.03737847368437
4.27789e-05,-10.059465567590575
2.4006e-05,-10.63720675886112
0.00966824,-4.63890899228683
0.00176758,-6.3381438995488
0.000307095,-8.088353411991623
0.00632201,-5.063718083412043
1.19606e-05,-11.333892643476041
0.013814,-4.282072708315356
0.000138174,-8.88699679747034
1.84497e-06,-13.203047540766583
0.000204249,-8.496170720196979
0.0133525,-4.316051645750349
0.00149136,-6.508066823651427
9.50767e-05,-9.260826623689244
0.000194098,-8.547147371809423
0.000272656,-8.207299630599238
0.0013018,-6.644007356825987
0.00688262,-4.978755885574627
0.00331457,-5.709427377181656
0.000403039,-7.816477226506363
9.67061e-05,-9.243834075798626
0.00265761,-5.930328056318825
2.75083e-07,-15.106192966635966
0.00320382,-5.743411431129448
0.0317632,-3.449446892011207
0.000461726,-7.680538916413318
0.000706117,-7.255729611821865
0.00144153,-6.542050229447851
0.00270316,-5.913333819950975
0.00367033,-5.607473702701932
6.00929e-05,-9.719618859841038
0.00360849,-5.624465876690371
0.00252553,-5.981304337290846
0.00457764,-5.3865716975031805
0.000112686,-9.090905368237419
0.000616367,-7.391667992615956
0.0133525,-4.316051645750349
7.12229e-05,-9.549696162044448
0.000105282,-9.158868093607222
0.00632201,-5.063718083412043
0.000389572,-7.850461857361727
0.000155627,-8.768048439422259
6.00929e-05,-9.719618859841038
0.000808936,-7.119790754047505
7.49478e-05,-9.498718686748408
0.000150427,-8.802032641283954
0.0181299,-4.0101927699503905
1.24812e-06,-13.593872138793369
0.00621549,-5.0807107156148215
1.3588e-06,-13.508908600659982
0.000461726,-7.680538916413318
8.29921e-05,-9.39676513542054
0.000101764,-9.192854150968907
0.00186002,-6.287168038626665
4.13495e-05,-10.093450228466109
0.0323076,-3.4324527823131987
0.00265761,-5.930328056318825
0.000409946,-7.799485114257164
2.15036e-08,-17.655045473969153
9.18999e-05,-9.294810616742506
0.000166573,-8.700076906191384
2.11361e-06,-13.06711317192535
0.00367033,-5.607473702701932
0.0254677,-3.6703442963847217
0.0307019,-3.483430737053232
5.42681e-05,-9.821573980636343
6.32512e-07,-14.273566644192693
0.00235958,-6.049271641884159
2.16791e-05,-10.739161895169643
0.000238,-8.3432398842928
9.92149e-06,-11.520807446333722
3.54856e-05,-10.246383577577367
0.000272656,-8.207299630599238
1.24812e-06,-13.593872138793369
0.00220453,-6.117240944730866
0.0211258,-3.857260236633458
0.037012,-3.2965130945953534
8.30125e-07,-14.001689545085533
0.00561303,-5.1826645983009225
0.000575865,-7.459637299738495
0.000226172,-8.394214786205874
0.00304459,-5.794389033848226
3.86324e-05,-10.161419255336055
0.000781906,-7.153776029247696
3.15061e-05,-10.36532938008693
0.0416869,-3.17756834821347
1.13662e-05,-11.384866518904197
3.79814e-05,-10.178413991753446
