y_pred,target_file,reliability_score,decision_score,entropy,id2
0,MERS.fasta,0.6628835090806762,-1.2955665883483571,0.9220326201978174,AC-546-547
0,MERS.fasta,0.5586890865257154,-0.4398173802135358,0.9900385886610517,AC-563-564
1,MERS.fasta,0.3376107754513698,1.352777667184831,0.9225140103369326,AC-57-58
1,MERS.fasta,0.4156529059778128,0.6812509148376784,0.979373599236762,AC-570-571
0,MERS.fasta,0.6026020547143248,-0.783322197261471,0.969408125119784,AC-576-577
0,MERS.fasta,0.5832635642586889,-0.6321161732252942,0.9799026099853468,AC-582-583
0,MERS.fasta,0.5906738259245145,-0.6900972611543026,0.9761452946177596,AC-588-589
0,MERS.fasta,0.5809697915352194,-0.6141635472475098,0.980999512857078,AC-590-591
0,MERS.fasta,0.6737468945227572,-1.390725088102823,0.911052296893082,AC-606-607
0,MERS.fasta,0.8419553780519885,-3.229253574333258,0.6296110801600977,AC-63-64
1,MERS.fasta,0.4644060456732157,0.2942878214732014,0.9963413200863106,AC-631-632
1,MERS.fasta,0.4829610903427878,0.1496772457832463,0.9991621385219268,AC-636-637
1,MERS.fasta,0.346329374816652,1.2730140853833545,0.930747085133421,AC-686-687
0,MERS.fasta,0.5765472189967276,-0.5795468253270879,0.9830264532505316,AC-722-723
0,MERS.fasta,0.5924324283991755,-0.7038516524016382,0.9752055679966548,AC-744-745
0,MERS.fasta,0.626279331721167,-0.9675851879697562,0.953486139843528,AC-757-758
1,MERS.fasta,0.441593319708215,0.4736128528491321,0.9901344441188286,AC-84-85
0,MERS.fasta,0.7028999851931849,-1.6547127922283271,0.8777170378211039,AU-123-124
0,MERS.fasta,0.5884831593728503,-0.6729600823566873,0.977290089738129,AU-132-133
0,MERS.fasta,0.575202934132879,-0.5690246321762888,0.983619641660385,AU-173-174
0,MERS.fasta,0.6321962142966806,-1.0133933884217692,0.9489708424846878,AU-204-205
0,MERS.fasta,0.6590400001238625,-1.2622648536989003,0.9257343976916412,AU-214-215
1,MERS.fasta,0.4564600091735039,0.3565006943900344,0.9945231430938746,AU-30-31
0,MERS.fasta,0.5325274608658724,-0.2356158547855033,0.9969449972549614,AU-32-33
0,MERS.fasta,0.7264204573934314,-1.8787470574138376,0.8465542905418068,AU-374-375
0,MERS.fasta,0.6289834688517856,-0.9885344439141366,0.9514494157614066,AU-470-471
0,MERS.fasta,0.6441570558329214,-1.1056256861080165,0.9391783245686922,AU-500-501
0,MERS.fasta,0.5762483915580928,-0.5772077874214943,0.9831592386548436,AU-527-528
0,MERS.fasta,0.6203060301958758,-0.9212313409485128,0.9578255958719124,AU-548-549
0,MERS.fasta,0.6762701436565893,-1.4130577398846165,0.908391514045985,AU-560-561
0,MERS.fasta,0.6391423390722746,-1.0670192913611376,0.943392809950611,AU-596-597
0,MERS.fasta,0.6478733985454648,-1.1665155624928962,0.935952964595446,AU-60-61
0,MERS.fasta,0.7023844715099875,-1.649922303616584,0.8783565792766869,AU-603-604
0,MERS.fasta,0.6161777673787633,-0.8891375140991021,0.9606968728702714,AU-618-619
0,MERS.fasta,0.6135127887094949,-0.8683966945193065,0.9624951659564852,AU-647-648
1,MERS.fasta,0.4645562990567481,0.2931134566005842,0.9963721696874296,AU-663-664
0,MERS.fasta,0.7979826168939541,-2.6495672453430634,0.7259445585863168,AU-71-72
0,MERS.fasta,0.6431603909152515,-1.0979602498064034,0.9400285162947072,AU-719-720
0,MERS.fasta,0.6265334973942104,-0.9695552097062464,0.9532966264656128,AU-735-736
0,MERS.fasta,0.6298441002250361,-0.9951969798342176,0.9507917214659494,AU-759-760
1,MERS.fasta,0.5,0.0132910755500669,1.0,AU-77-78
0,MERS.fasta,0.5246772226405769,-0.1744957600390191,0.9982421834745204,AU-90-91
1,MERS.fasta,0.2607098449770667,2.0409906927799746,0.827815650213721,AU-93-94
0,MERS.fasta,0.6117145177049319,-0.8543918241829979,0.9636841920774888,GC-103-104
1,MERS.fasta,0.4645290595153529,0.2933263529249594,0.9963665866590592,GC-111-112
0,MERS.fasta,0.5872019955643418,-0.6629362122904121,0.9779463462664784,GC-125-126
1,MERS.fasta,0.4861311767936014,0.1250305816501534,0.9994449406004152,GC-138-139
1,MERS.fasta,0.4420622917736897,0.4699013169104686,0.9902925937241478,GC-140-141
0,MERS.fasta,0.5963941576861408,-0.7348259641627622,0.9730208364253584,GC-143-144
0,MERS.fasta,0.6047684877889564,-0.800232591989353,0.9680927730260231,GC-145-146
0,MERS.fasta,0.5879907901735916,-0.6691078940249602,0.9775434546696128,GC-155-156
0,MERS.fasta,0.6041100838746682,-0.7950941706191645,0.9684955176325398,GC-158-159
0,MERS.fasta,0.5541840348767476,-0.4046012300009279,0.9915120965377212,GC-164-165
0,MERS.fasta,0.5886060615136404,-0.6739216161431815,0.9772266211363207,GC-166-167
0,MERS.fasta,0.518943193854877,-0.1298933198835528,0.998964345526862,GC-171-172
0,MERS.fasta,0.7570529751224969,-2.189453991791096,0.799906827283567,GC-184-185
0,MERS.fasta,0.6886334121736128,-1.5238352829584685,0.8947446561619803,GC-187-188
0,MERS.fasta,0.6141139706253426,-0.8730770184452348,0.9620932746437686,GC-193-194
0,MERS.fasta,0.6034792838534748,-0.790170482454523,0.9688789241325468,GC-199-200
0,MERS.fasta,0.6238122044598857,-0.9484524718621952,0.9553050269311344,GC-209-210
0,MERS.fasta,0.5169022470633117,-0.1140251116741516,0.9991755275079628,GC-212-213
0,MERS.fasta,0.5395104242071455,-0.2900438965312922,0.9954909942065392,GC-230-231
0,MERS.fasta,0.610884819117394,-0.8479277274793693,0.9642261691240666,GC-241-242
0,MERS.fasta,0.5519792582258913,-0.3873734545732829,0.9921900249742632,GC-244-245
0,MERS.fasta,0.6220291384802455,-0.9346135173081538,0.956596289856317,GC-247-248
0,MERS.fasta,0.5680906742117035,-0.5133606600512358,0.9865806920936798,GC-257-258
0,MERS.fasta,0.5428996791836977,-0.3164821198210457,0.9946832441763176,GC-260-261
0,MERS.fasta,0.605113100370726,-0.8029217700220125,0.9678809310230084,GC-267-268
0,MERS.fasta,0.605978016204368,-0.8096701872661544,0.9673460869742976,GC-269-270
0,MERS.fasta,0.6013674951257936,-0.77368223787593,0.970145038314155,GC-272-273
0,MERS.fasta,0.5628474708925871,-0.472338753318478,0.9885730718183284,GC-275-276
0,MERS.fasta,0.5794839198050707,-0.602533440895437,0.9816934261883123,GC-280-281
0,MERS.fasta,0.5943706160825051,-0.7190072385390236,0.9741484716379124,GC-284-285
0,MERS.fasta,0.5926433390709397,-0.7055010400976857,0.9750916253047688,GC-286-287
0,MERS.fasta,0.6471611945611428,-1.128707761359589,0.9365778284684132,GC-291-292
1,MERS.fasta,0.4558617622439174,0.361193982311031,0.9943714054162942,GC-298-299
0,MERS.fasta,0.6426720481976183,-1.0942029905300714,0.9404428107370464,GC-324-325
0,MERS.fasta,0.6349558192364181,-1.0347184830735634,0.9467907378587694,GC-329-330
0,MERS.fasta,0.5707004922424866,-0.5337845548399373,0.9855287550106104,GC-333-334
0,MERS.fasta,0.5850444406822648,-0.6460532635704043,0.9790294463474852,GC-348-349
1,MERS.fasta,0.475512029208917,0.207646944806019,0.9982690525497536,GC-35-36
0,MERS.fasta,0.6746913507741701,-1.399073718614753,0.9100612638271356,GC-351-352
0,MERS.fasta,0.6283240512548691,-0.983427985539214,0.9519502439565236,GC-357-358
0,MERS.fasta,0.5053936999207239,-0.0246016839389028,0.9999160566070048,GC-360-361
1,MERS.fasta,0.4465649384814554,0.4343280876731299,0.9917455742615444,GC-368-369
0,MERS.fasta,0.6654885352838913,-1.3182435891043698,0.9194694625685949,GC-37-38
1,MERS.fasta,0.438049827924216,0.5016983914227824,0.9888978733947144,GC-382-383
1,MERS.fasta,0.4723618668078766,0.2321921214862501,0.9977948236721592,GC-385-386
0,MERS.fasta,0.6180246940026033,-0.903501342483009,0.9594251807619044,GC-388-389
0,MERS.fasta,0.5107228958687824,-0.0660008124952018,0.9996682109822104,GC-397-398
0,MERS.fasta,0.5870915178371692,-0.6620717825596021,0.97800247912819,GC-407-408
0,MERS.fasta,0.5679159373550301,-0.5119933089668658,0.986649692019032,GC-409-410
0,MERS.fasta,0.5908580701999363,-0.6915383991331981,0.9760477077059956,GC-41-42
0,MERS.fasta,0.5902205868248002,-0.6865519577102581,0.9763844954834544,GC-417-418
0,MERS.fasta,0.6692125165137204,-1.3508145286811262,0.915728918391957,GC-422-423
0,MERS.fasta,0.696970516374127,-1.5998967208085348,0.8849626517567505,GC-439-440
0,MERS.fasta,0.5553800461049524,-0.413948671683584,0.9911324712723456,GC-476-477
0,MERS.fasta,0.6483615841571054,-1.1379210834917344,0.9355227941568504,GC-513-514
1,MERS.fasta,0.4727302891837322,0.2293203882057084,0.997853251798948,GC-532-533
0,MERS.fasta,0.5470481923994631,-0.3488613408844782,0.9936036369245363,GC-551-552
0,MERS.fasta,0.5730653018599403,-0.5522930757123468,0.9845409383356284,GC-580-581
0,MERS.fasta,0.5915743452621454,-0.6971407486292368,0.975666400166314,GC-586-587
0,MERS.fasta,0.7484598625608577,-2.099824223423993,0.8137100713776696,GC-612-613
0,MERS.fasta,0.6016973376828851,-0.7762580207893116,0.969949052415051,GC-620-621
0,MERS.fasta,0.6358293325027772,-1.0414631530516762,0.9460907877241764,GC-639-640
0,MERS.fasta,0.6092131409846797,-0.8348993790367205,0.965305459371114,GC-645-646
0,MERS.fasta,0.6516629163232925,-1.198847652827108,0.9325741555875932,GC-649-650
0,MERS.fasta,0.5322973948695615,-0.2338236138763108,0.9969880903796956,GC-652-653
0,MERS.fasta,0.6853190416733548,-1.4939096567003545,0.8985031300563945,GC-673-674
0,MERS.fasta,0.6467750880257579,-1.1257430930074632,0.9369152455561476,GC-691-692
0,MERS.fasta,0.6090531141197025,-0.8336518923809482,0.965407889408061,GC-701-702
0,MERS.fasta,0.5330430271226481,-0.2396324021130581,0.996847313790912,GC-713-714
0,MERS.fasta,0.6106127128029134,-0.8458074496759695,0.964403004881264,GC-717-718
0,MERS.fasta,0.69082500629286,-1.5437190913937988,0.8922188339229867,GC-731-732
0,MERS.fasta,0.6644932707076614,-1.3095694409185556,0.9204539133254596,GC-741-742
0,MERS.fasta,0.6461997673052277,-1.152286948869132,0.9374162698775412,GC-761-762
0,MERS.fasta,0.6034634022805975,-0.7900465107156368,0.9688885461443724,GC-765-766
0,MERS.fasta,0.5794584743779881,-0.6023342732077768,0.9817051955211448,GC-97-98
0,MERS.fasta,0.5196100505084392,-0.1350788766485444,0.998890126829235,GU-100-101
0,MERS.fasta,0.5911852604173571,-0.6940975739549796,0.9758739086411884,GU-11-12
0,MERS.fasta,0.6406221687746325,-1.0784216709119994,0.9421655302722176,GU-118-119
0,MERS.fasta,0.5736043588920586,-0.5565122785987785,0.984311152539632,GU-134-135
0,MERS.fasta,0.5612706269082178,-0.4600052237603573,0.9891407130273462,GU-227-228
0,MERS.fasta,0.5544827841420876,-0.4069359800611916,0.9914180535081528,GU-296-297
0,MERS.fasta,0.5937110733404628,-0.7138503943065507,0.9745107107376084,GU-305-306
0,MERS.fasta,0.5369294632207805,-0.2699200516017976,0.9960613620144252,GU-308-309
0,MERS.fasta,0.5386485655762155,-0.2833230662919231,0.9956857571408424,GU-376-377
0,MERS.fasta,0.5885685412974659,-0.6736280751199959,0.977246006709887,GU-428-429
0,MERS.fasta,0.6783701767253815,-1.4317138455184577,0.9061450321028204,GU-431-432
0,MERS.fasta,0.7370419077609995,-1.9838038323179596,0.8311774474851833,GU-455-456
1,MERS.fasta,0.4602803469506681,0.3265620935814317,0.9954430620022942,GU-473-474
0,MERS.fasta,0.7289026171857189,-1.903064650759045,0.8430349079106704,GU-487-488
0,MERS.fasta,0.7283516357930707,-1.8976547353806172,0.8438200037239013,GU-492-493
0,MERS.fasta,0.7292456607415638,-1.9064363707251928,0.8425449842531177,GU-497-498
0,MERS.fasta,0.7319661071452337,-1.9332708392890123,0.8386292272148396,GU-502-503
0,MERS.fasta,0.7481322462854862,-2.0964476992381096,0.8142250453160728,GU-504-505
1,MERS.fasta,0.4248395809161734,0.6071326480992645,0.983638228037634,GU-506-507
0,MERS.fasta,0.6517968188324751,-1.1999930748903027,0.9324530986988312,GU-515-516
1,MERS.fasta,0.4690110757597951,0.2583250369387844,0.9972273444937604,GU-529-530
0,MERS.fasta,0.6749100168120049,-1.401008429097136,0.9098309784812004,GU-539-540
0,MERS.fasta,0.6742442107770631,-1.395119613725968,0.9105311852828012,GU-55-56
0,MERS.fasta,0.6558369777284532,-1.2346508588543932,0.9287468296319308,GU-556-557
0,MERS.fasta,0.5391385283812938,-0.2871437193587709,0.9955755642740052,GU-568-569
1,MERS.fasta,0.4564571519275257,0.3565231063101941,0.9945224233364056,GU-626-627
0,MERS.fasta,0.5755900797602569,-0.5720549440610412,0.9834499014363148,GU-634-635
0,MERS.fasta,0.5942160407926165,-0.7177986835004266,0.9742336021491252,GU-658-659
0,MERS.fasta,0.5303601333531552,-0.2187345726175894,0.9973387904897748,GU-676-677
0,MERS.fasta,0.6457056582347015,-1.1480920487676347,0.9378449028629776,GU-696-697
0,MERS.fasta,0.6061569702820823,-0.8110662878222272,0.9672348616461918,GU-707-708
0,MERS.fasta,0.7573006614435938,-2.192068796763912,0.7995004423574784,GU-729-730
0,MERS.fasta,0.7058669882790997,-1.6823780704973397,0.8740004534039704,GU-74-75
0,MERS.fasta,0.6479606670979697,-1.1672583320323646,0.9358761775500676,GU-748-749
0,MERS.fasta,0.7063218502630305,-1.6866336651670446,0.8734252765681101,GU-753-754
0,MERS.fasta,0.5595555712595653,-0.4465927636259021,0.989741570139224,GU-82-83
